Atlanta,Baltimore,927.8876018253468
Atlanta,Boston,1522.6120159937245
Atlanta,Charlotte,364.9812351896804
Atlanta,Chicago,974.9571337646737
Atlanta,Dallas,1160.4602204550501
Atlanta,Denver,1930.0176814922274
Atlanta,Detroit,956.5183454137982
Atlanta,Houston,1109.1148361279909
Atlanta,Los Angeles,3132.5194523834407
Atlanta,Miami,956.9183918329701
Atlanta,Minneapolis,1459.0020341582442
Atlanta,Orlando,649.5066059922419
Atlanta,Philadelphia,1072.14746071075
Atlanta,Phoenix,2554.546295909268
Atlanta,Portland,3495.791991032561
Atlanta,San Antonio,1406.8440879416119
Atlanta,San Diego,3044.1232495092236
Atlanta,San Francisco,3442.2203462027865
Atlanta,Seattle,3511.2349258854238
Atlanta,St. Louis,778.9752454400805
Atlanta,Tampa,653.2655542302757
Atlanta,Washington,880.4426978350568
Baltimore,Atlanta,927.8876018253468
Baltimore,Boston,594.7540907774555
Baltimore,Charlotte,580.6465772424323
Baltimore,Chicago,1000.1286974437357
Baltimore,Denver,2399.4715232997914
Baltimore,Detroit,657.7399968583057
Baltimore,Houston,1987.768656550616
Baltimore,Los Angeles,3748.157164931732
Baltimore,Miami,1522.218738075282
Baltimore,Minneapolis,1506.5800281537872
Baltimore,Orlando,1266.5284027928944
Baltimore,Philadelphia,145.04592169295375
Baltimore,Phoenix,3216.551222991967
Baltimore,Portland,727.0657338724069
Baltimore,San Antonio,2264.592458512931
Baltimore,San Diego,3693.3821903817134
Baltimore,San Francisco,3953.8413017569164
Baltimore,Seattle,3757.432121769111
Baltimore,St. Louis,1187.3780175981099
Baltimore,Tampa,1355.5060393124343
Boston,Atlanta,1522.6120159937245
Boston,Baltimore,594.7540907774555
Boston,Charlotte,1171.3241747670543
Boston,Chicago,1394.7374480461144
Boston,Denver,2822.8667067449173
Boston,Detroit,1017.670351820932
Boston,Houston,2589.415530792333
Boston,Los Angeles,4202.209710664989
Boston,Miami,2025.0155552947201
Boston,Minneapolis,1808.983024521943
Boston,Orlando,1804.1142366613271
Boston,Philadelphia,450.6488368365631
Boston,Phoenix,3701.4616973509874
Boston,Portland,4083.3538274927805
Boston,San Diego,4164.546807400274
Boston,San Francisco,4351.855780700832
Boston,Seattle,4016.4147257822906
Boston,St. Louis,1684.4868788412775
Boston,Tampa,1906.7187389781657
Boston,Washington,642.1828832683137
Charlotte,Atlanta,364.9812351896804
Charlotte,Baltimore,580.6465772424323
Charlotte,Boston,1171.3241747670543
Charlotte,Chicago,964.511582527669
Charlotte,Denver,2152.759138074275
Charlotte,Detroit,804.5802587357894
Charlotte,Houston,1468.8715534353476
Charlotte,Los Angeles,3420.016695866533
Charlotte,Miami,1046.2787241102524
Charlotte,Minneapolis,1496.7849808956319
Charlotte,Orlando,753.1007710918353
Charlotte,Philadelphia,721.6101931809109
Charlotte,Phoenix,2854.549058006627
Charlotte,Portland,3672.329456809136
Charlotte,San Antonio,1762.4575387473715
Charlotte,San Diego,3342.5002278148345
Charlotte,San Francisco,3695.3736615618054
Charlotte,Seattle,3667.9194240363313
Charlotte,St. Louis,925.816755073501
Charlotte,Tampa,816.6324521360193
Charlotte,Washington,532.5663280547369
Chicago,Atlanta,974.9571337646737
Chicago,Baltimore,1000.1286974437357
Chicago,Boston,1394.7374480461144
Chicago,Charlotte,964.511582527669
Chicago,Denver,1429.5246050976848
Chicago,Detroit,377.37171223632623
Chicago,Houston,1488.8089164220253
Chicago,Los Angeles,2807.6181912202373
Chicago,Miami,1926.484669141388
Chicago,Minneapolis,537.7606504234476
Chicago,Orlando,1617.4382302707252
Chicago,Philadelphia,1090.9175197420343
Chicago,Phoenix,2317.2783554765756
Chicago,Portland,2799.06608200877
Chicago,San Antonio,1676.185772906477
Chicago,San Diego,2772.9634883930057
Chicago,San Francisco,2971.04238733937
Chicago,Seattle,2768.974988194829
Chicago,St. Louis,415.25657339783885
Chicago,Tampa,1628.198132438448
Chicago,Washington,984.6271975897037
Dallas,Atlanta,1160.4602204550501
Dallas,Houston,385.2932410620787
Dallas,San Antonio,398.40526266349207
Dallas,San Francisco,2374.940480450924
Dallas,Seattle,2687.281077433367
Dallas,St. Louis,878.1628263040623
Denver,Atlanta,1930.0176814922274
Denver,Baltimore,2399.4715232997914
Denver,Boston,2822.8667067449173
Denver,Charlotte,2152.759138074275
Denver,Chicago,1429.5246050976848
Denver,Detroit,1806.779069485811
Denver,Houston,1386.6544273158447
Denver,Los Angeles,1387.0237836453864
Denver,Miami,2750.27581750344
Denver,Minneapolis,1094.194382374921
Denver,Orlando,2488.774862761198
Denver,Philadelphia,2506.6407104644622
Denver,Phoenix,968.5010512556014
Denver,Portland,1595.493266040848
Denver,San Antonio,1278.0934995447626
Denver,San Diego,1372.475615166354
Denver,San Francisco,1556.3919644310706
Denver,Seattle,1648.0136248755487
